Text Id,Text Code,Text Title(TY),Text Title(ESU)
D4045,15-01-02-,བྱང་ཆུབ་སེམས་དཔའི་ཚུལ་ཁྲིམས་ལེའུའི་འགྲེལ་པ།,བྱང་ཆུབ་སེམས་དཔའི་ཚུལ་ཁྲིམས་ཀྱི་ལེའུ་བཤད་པ
D4067,15-01-03-,ཕུང་པོ་ལྔའི་རྣམ་པར་འགྲེལ་པ་བཅས་སོ།།,ཕུང་པོ་ལྔའི་རྣམ་པར་འགྲེལ་པ
,15-02-01-,རྩ་བའི་ལུང་དང་བཤད་པའི་ལུང་ཐམས་ཅད་ཀྱི་དགོངས་འགྲེལ་མཚན་ཉིད་གཏན་ལ་འབེབས་པར་བྱེད་པ་) འདུལ་བའི་མདོ།,
,15-02-02-,ཆོ་ག་ལག་ལེན་གཏན་ལ་འབེབས་པར་བྱེད་པ་ལས་བརྒྱ་རྩ་གཅིག་པ།,
,15-02-03-,འདུལ་བ་མདོའི་འགྲེལ་པ་མངོན་པར་བརྗོད་པ་རང་གི་རྣམ་པར་བཤད་པ་ཞེས་བྱ་བའམ། འདུལ་བ་མདོའི་འགྲེལ་པ་བཅོམ་བརླག་མ་ཞེས་བྱ་བ།,
D4122,15-02-04-,འདུལ་བ་མདོའི་འགྲེལ་པའམ་འདུལ་བ་མདོའི་རྩ་བའི་འགྲེལ་པ་ཆུང་བ་,འདུལ་བ་མདོའི་འགྲེལ་པ།
D4124,16-01-01-,འཕགས་པ་གཞི་ཐམས་ཅད་ཡོད་པར་སྨྲ་བའི་དགེ་ཚུལ་གྱི་ཚིག་ལེའུར་བྱས་པ།,འཕགས་པ་གཞི་ཐམས་ཅད་ཡོད་པར་སྨྲ་བའི་དགེ་ཚུལ་གྱི་ཚིག་ལེའུར་བྱས་པ
D4125,16-01-02-,འཕགས་པ་གཞི་ཐམས་ཅད་ཡོད་པར་སྨྲ་བའི་དགེ་ཚུལ་གྱི་ཚིག་ལེའུར་བྱས་པའི་འགྲེལ་པ་འོད་ལྡན་,འཕགས་པ་གཞི་ཐམས་ཅད་ཡོད་པར་སྨྲ་བའི་དགེ་ཚུལ་གྱི་ཚིག་ལེའུར་བྱས་པའི་འགྲེལ་པ་འོད་ལྡན
D1268,17-01-01-,དཔལ་དགྱེས་པ་རྡོ་རྗེའི་སྒྲུབ་ཐབས་རིན་པོ་ཆེའི་སྒྲོན་མ་དང་།,དཔལ་དགྱེས་པ་རྡོ་རྗེའི་སྒྲུབ་ཐབས་རིན་པོ་ཆེའི་སྒྲོན་མ
,17-01-02-,དཔལ་དགྱེས་པ་རྡོ་རྗེའི་གཏོར་མའི་ཆོ་ག །,
D1490,17-01-03-,མངོན་པར་རྟོགས་པ་རྣམ་པར་འབྱེད་པ།,མངོན་པར་རྟོགས་པ་རྣམ་པར་འབྱེད་པ
D1491,17-01-04-,དཔལ་འཁོར་ལོ་སྡོམ་པའི་སྒྲུབ་ཐབས།,དཔལ་འཁོར་ལོ་སྡོམ་པའི་སྒྲུབ་ཐབས
D1492,17-01-05-,དཔལ་བཅོམ་ལྡན་འདས་ཀྱི་མངོན་པར་རྟོགས་པ།,དཔལ་བཅོམ་ལྡན་འདས་ཀྱི་མངོན་པར་རྟོགས་པ
D1493,17-01-06-,དཔའ་བོ་གཅིག་པའི་སྒྲུབ་ཐབས།,དཔའ་བོ་གཅིག་པའི་སྒྲུབ་ཐབས
D1494,17-01-07-,རྡོ་རྗེ་གདན་གྱི་རྡོ་རྗེའི་གླུ།,རྡོ་རྗེ་གདན་གྱི་རྡོ་རྗེའི་གླུ
D1495,17-01-08-,རྡོ་རྗེ་གདན་གྱི་རྡོ་རྗེའི་གླུའི་འགྲེལ་པ།,རྡོ་རྗེ་གདན་གྱི་རྡོ་རྗེའི་གླུའི་འགྲེལ་པ
D1496,17-01-09-,སྤྱོད་པའི་གླུ།,སྤྱོད་པའི་གླུ
D1497,17-01-10-,སྤྱོད་པའི་གླུའི་འགྲེལ་པ།,སྤྱོད་པའི་གླུའི་འགྲེལ་པ
D1587,17-01-11-,རྡོ་རྗེ་རྣལ་འབྱོར་མ་ལ་བསྟོད་པའམ། དཔལ་རྡོ་རྗེ་རྣལ་འབྱོར་མ་མཁའ་སྤྱོད་དཀར་མོའི་བསྟོད་པ།,རྡོ་རྗེ་རྣལ་འབྱོར་མ་ལ་བསྟོད་པ
D1591,17-01-12-,རིན་པོ་ཆེ་རྒྱན་གྱི་སྒྲུབ་པ།,རིན་པོ་ཆེ་རྒྱན་གྱི་སྒྲུབ་པ
D1592,17-01-13-,རྡོ་རྗེ་ཕག་མོའི་སྒྲུབ་པའི་ཐབས།,རྡོ་རྗེ་ཕག་མོའི་སྒྲུབ་པའི་ཐབས།
Q4671,17-01-14-,དཔལ་རྡོ་རྗེ་རྣལ་འབྱོར་མའི་སྒྲུབ་ཐབས།,རྡོ་རྗེ་རྣལ་འབྱོར་མའི་སྒྲུབ་ཐབས།
D1587,17-01-15-,རྡོ་རྗེ་རྣལ་འབྱོར་མ་ལ་བསྟོད་པ།,རྡོ་རྗེ་རྣལ་འབྱོར་མ་ལ་བསྟོད་པ
D1695,17-01-16-,སྒྲོལ་མ་དཀོན་མཆོག་གསུམ་ལ་བསྟོད་པ།,སྒྲོལ་མ་དཀོན་མཆོག་གསུམ་ལ་བསྟོད་པ
D1696,17-01-17-,བྱང་ཆུབ་ཀྱི་སེམས་བདེ་བའི་མན་ངག །,བྱང་ཆུབ་ཀྱི་སེམས་བདེ་བའི་མན་ངག
D1765,17-01-18-,དཔལ་མགོན་པོའི་གཏོར་མ།,དཔལ་མགོན་པོའི་གཏོར་མ
D1892,17-01-19-,(གསང་འདུས་ཀྱི་དཀྱིལ་འཁོར་ལ་སྤྱན་རས་གཟིགས་གཙོ་བོར་སྟོན་པ་) དཔལ་གསང་བ་འདུས་པ་འཇིག་རྟེན་དབང་ཕྱུག་གི་སྒྲུབ་པའི་ཐབས།,དཔལ་གསང་བ་འདུས་པ་འཇིག་རྟེན་དབང་ཕྱུག་གི་སྒྲུབ་པའི་ཐབས
D1893,17-01-20-,འཕགས་པ་སྤྱན་རས་གཟིགས་འཇིག་རྟེན་དབང་ཕྱུག་སྒྲུབ་པའི་ཐབས།,འཕགས་པ་སྤྱན་རས་གཟིགས་དབང་ཕྱུག་སྒྲུབ་པའི་ཐབས
D1894,17-01-21-,དཔལ་གསང་བ་འདུས་པའི་བསྟོད་པ།,དཔལ་གསང་བ་འདུས་པའི་བསྟོད་པ
D1944,17-01-22-,ལས་ཀྱི་རྡོ་རྗེ་གཽ་རཱིའི་སྒྲུབ་ཐབས།,ལས་ཀྱི་རྡོ་རྗེ་གཽ་རཱིའི་སྒྲུབ་ཐབས
D1949,17-01-23-,དབྱུག་པ་གཤིན་རྗེ་གཤེད་རྣམ་པར་འཇོམས་པའི་སྒྲུབ་ཐབས།,དབྱུག་པ་གཤིན་རྗེ་གཤེད་རྣམ་པར་འཇོམས་པ་ཞེས་བྱ་བའི་སྒྲུབ་ཐབས
D1950,17-01-24-,རལ་གྲི་གཤིན་རྗེ་གཤེད་གཏུམ་པོའི་སྒྲུབ་ཐབས།,རལ་གྲི་གཤིན་རྗེ་གཤེད་གཏུམ་པོའི་སྒྲུབ་ཐབས
D1951,17-01-25-,པདྨ་གཤིན་རྗེ་གཤེད་ཀྱི་ཤེས་རབ་བདེ་བ་ཅན་གྱི་སྒྲུབ་ཐབས།,པདྨ་གཤིན་རྗེ་གཤེད་ཤེས་རབ་བདེ་བ་ཅན་གྱི་སྒྲུབ་ཐབས
D2313,17-01-26-,འཁོར་བ་ལས་ཡིད་ངེས་པར་འབྱུང་བར་བྱེད་པའི་གླུ།,འཁོར་བ་ལས་ཡིད་ངེས་པར་འབྱུང་བར་བྱེད་པ་ཞེས་བྱ་བའི་གླུ
D2314,17-01-27-,ཆོས་ཀྱི་དབྱིངས་སུ་ལྟ་བའི་གླུ།,ཆོས་ཀྱི་དབྱིངས་ལྟ་བའི་གླུ
D2374,17-01-28-,དཱི་པཾ་ཀཱ་ར་ཤྲཱི་ཛྙཱ་ནའི་ཆོས་ཀྱི་གླུ།,དཱི་པཾ་ཀ་ར་ཤྲི་ཛྙཱ་ནའི་ཆོས་ཀྱི་གླུ
D2460,17-01-29-,ཏིང་ངེ་འཛིན་ཚོགས་ཀྱི་ལེའུ།,ཏིང་ངེ་འཛིན་ཚོགས་ཀྱི་ལེའུ
D2461,17-01-30-,འཇིག་རྟེན་འདས་པའི་ཡན་ལག་བདུན་པའི་ཆོ་ག།,འཇིག་རྟེན་ལས་འདས་པའི་ཡན་ལག་བདུན་པའི་ཆོ་ག
D2496,17-01-31-,སྐུ་དང་གསུང་དང་ཐུགས་རབ་ཏུ་གནས་པ།,སྐུ་དང་གསུང་དང་ཐུགས་རབ་ཏུ་གནས་པ
D2653,17-01-32-,མི་འཁྲུགས་པའི་སྒྲུབ་ཐབས།,མི་འཁྲུགས་པའི་སྒྲུབ་ཐབས
D2653,17-01-33-,མི་འཁྲུགས་པའི་སྒྲུབ་ཐབས་བཞུགས།,མི་འཁྲུགས་པའི་སྒྲུབ་ཐབས
D2659,17-01-34-,སྦྱིན་སྲེག་གི་ཆོ་ག །,སྦྱིན་སྲེག་གི་ཆོ་ག
D2702,17-01-35-,འཇམ་པའི་དབྱངས་དཔའ་བོ་གཅིག་ཏུ་གྲུབ་པའི་སྒྲུབ་ཐབས།,འཇམ་པའི་དབྱངས་དཔའ་བོ་གཅིག་ཏུ་གྲུབ་པའི་སྒྲུབ་ཐབས
D2889,17-01-36-,དཔལ་ཕྱག་ན་རྡོ་རྗེ་ལ་ (དོན་རྟོགས་ཀྱི་སྒོ་ནས་) བསྟོད་པ།,དཔལ་ཕྱག་ན་རྡོ་རྗེ་ལ་བསྟོད་པ
D3057,17-01-37-,འཕགས་པ་རྟ་མགྲིན་གྱི་སྒྲུབ་ཐབས།,འཕགས་པ་རྟ་མགྲིན་གྱི་སྒྲུབ་ཐབས
D3058,17-01-38-,དཔལ་རྟ་མགྲིན་གྱི་སྒྲུབ་ཐབས།,དཔལ་རྟ་མགྲིན་གྱི་སྒྲུབ་ཐབས
D3060,17-01-39-,ཁྲོ་བོའི་རྒྱལ་པོ་འཕགས་པ་མི་གཡོ་བ་ལ་བསྟོད་པ།,ཁྲོ་བོའི་རྒྱལ་པོ་འཕགས་པ་མི་གཡོ་བ་ལ་བསྟོད་པ
D3060,17-01-40-,ཁྲོ་བོའི་རྒྱལ་པོ་འཕགས་པ་མི་གཡོ་བ་ལ་བསྟོད་པ།,ཁྲོ་བོའི་རྒྱལ་པོ་འཕགས་པ་མི་གཡོ་བ་ལ་བསྟོད་པ
D3079,17-01-41-,དེ་བཞིན་གཤེགས་པ་ཐམས་ཅད་ཀྱི་དམ་ཚིག་བསྲུང་བའི་སྒྲུབ་ཐབས།,དེ་བཞིན་གཤེགས་པ་ཐམས་ཅད་ཀྱི་དམ་ཚིག་བསྲུང་བའི་སྒྲུབ་ཐབས
D3080,17-01-42-,སཱ་ཙྪ་ལྔ་གདབ་པའི་ཆོ་ག །,སཱཙྪ་ལྔ་གདབ་པའི་ཆོ་ག
D3081,17-01-43-,གཙུག་ཏོར་དྲི་མེད་ཀྱི་གཟུངས་ཆོག།,གཙུག་ཏོར་དྲི་མ་མེད་པའི་གཟུངས་ཀྱི་ཆོ་ག
D3081,17-01-44-,གཙུག་ཏོར་དྲི་མེད་ཀྱི་གཟུངས་ཆོག།,གཙུག་ཏོར་དྲི་མ་མེད་པའི་གཟུངས་ཀྱི་ཆོ་ག
D2327,17-01-45-,རྗེ་བཙུན་སྒྲོལ་མའི་སྒྲུབ་ཐབས།,རྗེ་བཙུན་འཕགས་མ་སྒྲོལ་མའི་སྒྲུབ་ཐབས
D3687,17-01-46-,འཇིགས་པ་བརྒྱད་ལས་སྐྱོབ་པ།,འཇིགས་པ་བརྒྱད་ལས་སྐྱོབ་པ་བཞུགས
D3688,17-01-47-,འཕགས་མ་སྒྲོལ་མ་ལ་བསྟོད་པ།,འཕགས་མ་སྒྲོལ་མ་ལ་བསྟོད་པ།
D3689,17-01-48-,འཕགས་མ་སྒྲོལ་མའི་སྒྲུབ་ཐབས།,འཕགས་མ་སྒྲོལ་མའི་སྒྲུབ་ཐབས།
D3725,17-01-49-,དམ་ཚིག་ཐམས་ཅད་བསྡུས་པ།,དམ་ཚིག་ཐམས་ཅད་བསྡུས་པ
D3739,17-01-50-,འཕགས་པ་ཚོགས་ཀྱི་བདག་པོ་ཆགས་པ་རྡོ་རྗེའི་དམ་ཚིག་གི་བསྟོད་པ།,འཕགས་པ་ཚོགས་ཀྱི་བདག་པོ་ཆགས་པ་རྡོ་རྗེའི་དམ་ཚིག་གི་བསྟོད་པ
D3778,17-01-51-,བདུད་རྩི་འབྱུང་བ་ཞེས་བྱ་བའི་གཏོར་མའི་ཆོ་ག །,བདུད་རྩི་འབྱུང་བ་ཞེས་བྱ་བའི་གཏོར་མའི་ཆོ་ག
,17-01-52-,ཆུ་གཏོར་གྱི་ཆོ་ག་བཞུགས་སམ། ཆབ་གཏོར་དྲི་མ་མེད་པའི་གཞུང༌།,
D3780,17-01-53-,ཀླུ་གཏོར་གྱི་ཆོ་ག །,ཀླུ་གཏོར་གྱི་ཆོ་ག
,17-01-54-,གཏོར་མ་ཚོགས་མཆོད་ཀྱི་རིམ་པ།,
,17-01-55-,རྡོ་རྗེ་རྣལ་འབྱོར་མའི་སྒྲུབ་ཐབས་སམ་མཁའ་སྤྱོད་མ་དཀར་པོ།,
Q4839,17-01-56-,འཕགས་པ་ཡི་གེ་དྲུག་པའི་སྒྲུབ་ཐབས།,འཕགས་པ་ཡི་གེ་དྲུག་པའི་སྒྲུབ་ཐབས།
Q4856,17-01-57-,སྔགས་ཀྱི་དོན་འཇུག་པ།,སྔགས་ཀྱི་དོན་འཇུག་པ།
Q4857,17-01-58-,དབང་གི་མན་ངག །,དབང་གི་མན་ངག
Q4858,17-01-59-,དམ་ཚིག་སྦས་པ།,དམ་ཚིག་སྦས་པ།
Q4859,17-01-60-,གཞལ་ཡས་ཁང་སྦྱིན་པ།,གཞལ་ཡས་ཁང་སྦྱིན་པ།
D3779,17-01-61-,ཆུ་གཏོར་གྱི་ཆོ་ག།,ཆུ་གཏོར་གྱི་ཆོ་ག
D2659,17-01-62-,སྦྱིན་སྲེག་གི་ཆོ་ག །,སྦྱིན་སྲེག་གི་ཆོ་ག
Q4862,17-01-63-,ལྷ་མཆོད་པའི་རིམ་པ།,ལྷ་མཆོད་པའི་རིམ་པ།
,17-01-64-,ཚེ་སྒྲུབ་པའི་ཐབས།,
,17-01-65-,འཆི་བ་བསླུ་བ།,
Q4865,17-01-66-,འཆི་ཀ་མའི་བསྟན་ཆོས།,འཆི་ཀ་མའི་བསྟན་ཆོས།
D1807,17-01-67-,རོ་བསྲེག་པའི་ཆོ་ག །,རོ་བསྲེག་པའི་ཆོ་ག
Q4867,17-01-68-,བདུན་ཚིགས་ཀྱི་ཆོ་ག །,བདུན་ཚིགས་ཀྱི་ཆོ་ག
,17-01-69-,ཚ་ཚཱའི་ཆོ་ག་སྟེ་དཱི་པཾ་ཀ་རའི་སྔགས་ལུགས་བཅུ་གསུམ་མོ། །,
,17-01-70-,ཁྲོ་བོའི་རྒྱལ་པོ་མི་གཡོ་བ་སྒྲུབ་པའི་ཐབས།,
Q4943,17-01-71-,ཡེ་ཤེས་མགོན་པོ་གྲི་གུག་ཅན་གྱི་བདག་བསྐྱེད་བཟླས་པ་བསྟོད་པ།,ཡེ་ཤེས་མགོན་པོ་གྲི་གུག་གི་ཅན་གྱི་བདག་བསྐྱེད་བཟླས་པ་བསྟོད་པ།
Q4981,17-01-72-,ཤིན་ཏུ་མྱུར་བའི་ལྷ་ཆེན་པོ་བགེགས་ཀྱི་རྒྱལ་པོའི་སྒྲུབ་ཐབས།,ཤིན་ཏུ་མྱུར་བའི་ལྷ་ཆེན་པོ་བགེགས་ཀྱི་རྒྱལ་པོའི་སྒྲུབ་ཐབས་ཞེས་བྱ་བ།
Q4986,17-01-73-,དཔལ་ཚོགས་ཀྱི་བདག་པོ་ཞི་བའི་སྒྲུབ་ཐབས།,དཔལ་ཚོགས་ཀྱི་བདག་པོ་ཞི་བའི་སྒྲུབ་ཐབས།
,17-01-74-,ཚོགས་བདག་གསང་སྒྲུབ་བམ་ཚོགས་ཀྱི་བདག་པོའི་གསང་བའི་སྒྲུབ་ཐབས།,
,17-01-75-,ནོར་བདག་གཙོ་འཁོར་ལྔའི་བསྟོད་པ་དབྱིག་གི་ཆར་འབེབས་སམ་རྗེ་བཙུན་ལྷ་ལྔའི་བསྟོད་པ།,
Q5025,17-01-76-,རྟེན་འབྲེལ་སྙིང་པོའི་སྔགས་ཐེམ་ཞིབ་མོར་བཀོད་པ་བཅས་སོ།།,རྟེན་འབྲེལ་སྙིང་པོའི་སྔགས་ཐེམ་ཞིབ་མོར་བཀོད་པ།
D3804,17-02-01-,ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པའི་དོན་བསྡུས་སྒྲོན་མ།,ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པའི་དོན་བསྡུས་སྒྲོན་མ
D3823,17-02-02-,ཤེས་རབ་སྙིང་པོའི་རྣམ་པར་བཤད་པ།,ཤེས་རབ་སྙིང་པོའི་རྣམ་པར་བཤད་པ
D3902,17-03-01-,བདེན་པ་གཉིས་ལ་འཇུག་པ།,བདེན་པ་གཉིས་ལ་འཇུག་པ
D3928,17-03-02-,དྲན་པ་གཅིག་པའི་མན་ངག །,དྲན་པ་གཅིག་པའི་མན་ངག
D3929,17-03-03-,དབུ་མའི་མན་ངག།,དབུ་མའི་མན་ངག
D3930,17-03-04-,དབུ་མའི་མན་ངག་རིན་པོ་ཆེ་ཟ་མ་ཏོག་ཁ་ཕྱེ་བ།,དབུ་མའི་མན་ངག་རིན་པོ་ཆེའི་ཟ་མ་ཏོག་ཁ་ཕྱེ་བ
D3937,17-03-05-,མདོ་ཀུན་ལས་བཏུས་པའི་དོན་བསྡུས་པ།,མདོ་ཀུན་ལས་བཏུས་པའི་དོན་བསྡུས་པ
D3946,17-03-06-,བྱང་ཆུབ་སེམས་དཔའི་སྤྱོད་པ་མདོ་ཙམ་གདམས་ངག་ཏུ་བྱས་པ།,བྱང་ཆུབ་སེམས་དཔའི་སྤྱོད་པ་མདོ་ཙམ་གདམས་ངག་ཏུ་བྱས་པ
D3947,17-03-07-,བྱང་ཆུབ་ལམ་གྱི་སྒྲོན་མ།,བྱང་ཆུབ་ལམ་གྱི་སྒྲོན་མ
D3948,17-03-08-,བྱང་ཆུབ་ལམ་གྱི་སྒྲོན་མའི་དཀའ་འགྲེལ།,བྱང་ཆུབ་ལམ་གྱི་སྒྲོན་མའི་དཀའ་འགྲེལ
D3950,17-03-09-,སྙིང་པོ་བསྡུ་བ།,སྙིང་པོ་ངེས་པར་བསྡུ་བ
D3950,17-03-10-,སྙིང་པོ་ངེས་པར་བསྡུ་བ།,སྙིང་པོ་ངེས་པར་བསྡུ་བ
D3951,17-03-11-,བྱང་ཆུབ་སེམས་དཔའི་ནོར་བུའི་ཕྲེང་བ།,བྱང་ཆུབ་སེམས་དཔའི་ནོར་བུའི་ཕྲེང་བ
D3952,17-03-12-,བྱང་ཆུབ་སེམས་དཔའ་ལས་དང་པོ་བའི་ལམ་ལ་འཇུག་པ་བསྟན་པ།,བྱང་ཆུབ་སེམས་དཔའ་ལས་དང་པོ་པའི་ལམ་ལ་འཇུག་པ་བསྟན་པ
D3953,17-03-13-,སྐྱབས་སུ་འགྲོ་བ་བསྟན་པ།,སྐྱབས་སུ་འགྲོ་བ་བསྟན་པ
D3954,17-03-14-,ཐེག་པ་ཆེན་པོའི་ལམ་གྱི་སྒྲུབ་ཐབས་ཡི་གེར་བསྡུས་པ།,ཐེག་པ་ཆེན་པོའི་ལམ་གྱི་སྒྲུབ་ཐབས་ཡི་གེར་བསྡུས་པ
D3955,17-03-15-,ཐེག་པ་ཆེན་པོ་ལམ་གྱི་སྒྲུབ་ཐབས་ཤིན་ཏུ་བསྡུས་པ།,ཐེག་པ་ཆེན་པོའི་ལམ་གྱི་སྒྲུབ་ཐབས་ཤིན་ཏུ་བསྡུས་པ
D3956,17-03-16-,རང་གི་བྱ་བའི་རིམ་པ་ལ་བསྐུལ་བ་དང་བཅས་པ་ཡི་གེར་བྲིས་པ།,རང་གི་བྱ་བའི་རིམ་པ་བསྐུལ་བ་དང་བཅས་པ་ཡི་གེར་བྲིས་པ
D3957,17-03-17-,མདོ་སྡེའི་དོན་ཀུན་ལས་བཏུས་པའི་མན་ངག །,མདོ་སྡེའི་དོན་ཀུན་ལས་བཏུས་པའི་མན་ངག
D3958,17-03-18-,མི་དགེ་བ་བཅུའི་ལས་ཀྱི་ལམ་བསྟན་པ།,མི་དགེ་བ་བཅུའི་ལས་ཀྱི་ལམ་བསྟན་པ
D3959,17-03-19-,ལས་རྣམ་པར་འབྱེད་པ།,ལས་རྣམ་པར་འབྱེད་པ
D1803,17-03-20-,སྤྱོད་པ་བསྡུས་པའི་སྒྲོན་མ།,སྤྱོད་པ་བསྡུས་པའི་སྒྲོན་མ
D3961,17-03-21-,མདོ་ཀུན་ལས་བཏུས་པ་ཆེན་པོ།,མདོ་ཀུན་ལས་བཏུས་པ་ཆེན་པོ
D3969,17-03-22-,སེམས་བསྐྱེད་པ་དང་སྡོམ་པའི་ཆོ་གའི་རིམ་པའམ། བྱང་ཆུབ་ཏུ་སེམས་བསྐྱེད་པ་དང་བྱང་ཆུབ་སེམས་དཔའི་སྡོམ་པའི་ཆོ་གའི་རིམ་པ།,སེམས་བསྐྱེད་པ་དང་སྡོམ་པའི་ཆོ་གའི་རིམ་པ
D3973,17-03-23-,ལྟུང་བ་བཤགས་པའི་ཆོ་ག །,ལྟུང་བ་བཤགས་པའི་ཆོ་ག
D3975,17-03-24-,ཁ་ཏོན་དང་གླེགས་བམ་བཀླག་པའི་སྔོན་དུ་བྱ་བའི་ཆོ་ག །,ཁ་ཏོན་གླེགས་བམ་ཀློག་པའི་སྔོན་དུ་བྱ་བའི་ཆོ་ག
D3976,17-03-25-,ཕ་རོལ་ཏུ་ཕྱིན་པའི་ཐེག་པའི་ཚ་ཚ་གདབ་པའི་ཆོ་ག །,ཕ་རོལ་ཏུ་ཕྱིན་པའི་ཐེག་པའི་སཙྪ་གདབ་པའི་ཆོ་ག
D3977,17-03-26-,བླ་མའི་བྱ་བའི་རིམ་པ་བཅས་སོ།།,བླ་མའི་བྱ་བའི་རིམ་པ
D4007,17-04-01-,ལས་ཀྱི་སྒྲིབ་པ་རྣམ་པར་སྦྱོང་བའི་ཆོ་གའི་བཤད་པ།,ལས་ཀྱི་སྒྲིབ་པ་རྣམ་པར་སྦྱོང་བའི་ཆོ་ག་བཤད་པ
D4188,17-05-01-,དྲི་མ་མེད་པའི་རིན་པོ་ཆེའི་སྤྲིང་ཡིག།།,དྲི་མ་མེད་པ་རིན་པོ་ཆེའི་སྤྲིང་ཡིག
D4389,17-06-01-,རིགས་ཀྱི་སྨོན་ལམ།,རིགས་ཀྱི་སྨོན་ལམ
D1798,18-01-01-,དཔལ་གསང་བ་འདུས་པའི་དཀྱིལ་འཁོར་གྱི་ཆོ་ག་དང་།,དཔལ་གསང་བ་འདུས་པའི་དཀྱིལ་འཁོར་གྱི་ཆོ་ག
D1928,18-01-02-,སྲུང་བའི་འཁོར་ལོའི་སྒྲུབ་ཐབས།,སྲུང་བའི་འཁོར་ལོ་སྒྲུབ་པའི་ཐབས
D2946,18-01-03-,ལྷ་མོ་བརྒྱད་ཀྱི་དཀྱིལ་འཁོར་དུ་དབང་བསྐུར་བ།,ལྷ་མོ་བརྒྱད་ཀྱི་དཀྱིལ་འཁོར་དུ་དབང་བསྐུར་བ།
D2949,18-01-04-,བདུད་རྩི་ཐབ་སྦྱོར་ཞེས་བྱ་བ་ཁྲོ་བོ་བཞིའི་དཀྱིལ་འཁོར་དུ་དབང་བསྐུར་བའི་ཆོ་ག་ཟབ་མོ།,བདུད་རྩི་ཐབ་སྦྱོར་ཞེས་བྱ་བ་ཁྲོ་བོ་བཞིའི་དཀྱིལ་འཁོར་དུ་དབང་བསྐུར་བའི་ཆོ་ག་ཟབ་མོ།
D2954,18-01-05-,རྒྱུ་སྐར་ཉི་ཤུ་རྩ་བརྒྱད་ཀྱི་དབང་བསྐུར་བའི་དཀྱིལ་འཁོར་གྱི་ཆོ་ག་རྡོ་རྗེ་གོ་ཆ་མ།,རྒྱུ་སྐར་ཉི་ཤུ་རྩ་བརྒྱད་ཀྱི་དབང་བསྐུར་བའི་དཀྱིལ་འཁོར་གྱི་ཆོ་ག་རྡོ་རྗེ་གོ་ཆ་ཞེས་བྱ་བ།
D2955,18-01-06-,ལྷ་ཆེན་པོ་བརྒྱད་ཀྱི་དཀྱིལ་འཁོར་དུ་དབང་བསྐུར་བ་ལེགས་པའི་ལམ་སྟོན་པར་བྱེད་པ།,ལྷ་ཆེན་པོ་བརྒྱད་ཀྱི་དཀྱིལ་འཁོར་དུ་དབང་བསྐུར་བ་ལེགས་པའི་ལམ་སྟོན་པར་བྱེད་པ་ཞེས་བྱ་བ།
D2958,18-01-07-,འཕགས་པ་རྡོ་རྗེ་རྣམ་པར་འཇོམས་པའི་རབ་ཏུ་གནས་པའི་ཆོ་ག།, འཕགས་པ་རྡོ་རྗེ་རྣམ་པར་འཇོམས་པའི་རབ་ཏུ་གནས་པའི་ཆོ་ག
D2969,18-01-08-,བསྒྲུབ་བྱ་གཟའི་བྱད་དུ་གཞུག་པའི་འཁོར་ལོ་ཅན།,བསྒྲུབ་བྱ་གཟའི་བྱད་དུ་གཞུག་པའི་འཁོར་ལོ་ཅན།
D2970,18-01-09-,ཐེ་ཚོམ་མེད་པར་འགྲུབ་པ་ལས་བསྒྲུབ་བྱ་ཐོག་གིས་བསད་པའི་ཆོ་ག་དྲག་ཤུལ།,ཐེ་ཚོམ་མེད་པར་འགྲུབ་པ་ལས་བསྒྲུབ་བྱ་ཐོག་གིས་བསད་པའི་ཆོ་ག་དྲག་ཤུལ་ཞེས་བྱ་བ།
D2971,18-01-10-,བསྒྲུབ་བྱ་སྐྲག་པའི་ལས་ཆུ་ཐིགས།,བསྒྲུབ་བྱ་སྐྲག་པའི་ལས་ཆུ་ཐིགས་ཞེས་བྱ་བ།
,18-01-11-,འགལ་བ་སྐྲག་པར་བྱེད་པའི་ལས་སྣ་ཚོགས་པའི་ཆོ་ག་འགལ་བ་མེའི་འཁོར་ལོ།,
D2997,18-01-12-,ཀླུའི་ཆར་དབབ་པ་བདུད་རྩིའི་རྒྱུན།, ཀླུའི་ལས་ཆར་དབབ་པ་བདུད་རྩིའི་རྒྱུན།
D2998,18-01-13-,ཀླུ་རྣམས་མཉེས་པར་བྱེད་པ་ཆུ་ལ་བརྟེན་པའི་གཏོར་མ་བདུད་རྩིའི་རྒྱ་མཚོ།,ཀླུ་རྣམས་མཉེས་པར་བྱེད་པའི་ཆུ་ལ་བརྟེན་པའི་གཏོར་མ་བདུད་རྩིའི་རྒྱ་མཚོ་ཞེས་བྱ་བ།
D2999,18-01-14-,སེམས་ཅན་བསྲུང་བའི་ལས་སྤྲིན་དྲལ་བའི་འབྱུང་བ་གཅོད་བྱེད།,སེམས་ཅན་བསྲུང་བའི་ལས་སྤྲིན་དྲལ་བའི་འབྱུང་བ་གཅོད་བྱེད་ཅེས་བྱ་བ།
